code,prefecture,city,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,cagr_10y,cagr_5y
122238,千葉県,鴨川市,22700,22900,23000,23200,23300,23500,23500,23600,23600,23700,0.004801504194267947,0.00212090268679499
111040,埼玉県,さいたま市見沼区,111900,111500,111700,112000,112600,113600,112200,113800,114200,116800,0.004773295505048569,0.006969062706617235
112372,埼玉県,三郷市,110000,109100,112700,112900,113100,113200,111900,111900,112200,114800,0.004756958360882635,0.003514992677799089
112313,埼玉県,桶川市,91200,92300,92300,92300,92300,92400,91500,92200,93500,94700,0.004193111384074744,0.006165685453275449
132276,東京都,羽村市,137400,138800,139400,139600,140000,140000,137700,137800,139600,142200,0.00382263632808022,0.003905630865407961
113808,埼玉県,児玉郡,20733.333333333332,20566.666666666668,21833.333333333332,21766.666666666668,21700,21633.333333333332,21566.666666666668,21533.333333333332,21466.666666666668,21433.333333333332,0.003696217726485651,-0.002319304364356789
133035,東京都,瑞穂町,90900,93100,93100,93100,93000,92900,91100,91100,92100,93700,0.003376597690280425,0.002145935086098172
141089,神奈川県,横浜市金沢区,181600,179700,180300,181100,181800,182100,179300,179500,181100,185900,0.0026036534737945427,0.005176579425623995
112381,埼玉県,蓮田市,89100,88300,88300,88700,89100,89500,89300,89300,90200,91200,0.002591748633517854,0.004715149446731903
132233,東京都,武蔵村山市,121200,121000,121300,121600,121900,122100,120000,120000,121800,124000,0.0025409440703170194,0.0038677566620450854
122220,千葉県,我孫子市,86000,80500,79600,79000,78600,78000,77600,77700,81000,87900,0.0024310066094359595,0.0303234112901849
143201,神奈川県,高座郡,124500,123400,122200,121200,120800,121000,120800,121500,123800,127200,0.002386725371943843,0.012570883889003959
143219,神奈川県,寒川町,124500,123400,122200,121200,120800,121000,120800,121500,123800,127200,0.002386725371943843,0.012570883889003959
112097,埼玉県,飯能市,86400,86400,86700,87200,87100,87000,86400,86500,87100,88100,0.0021673293961095297,0.003146042007070582
142140,神奈川県,伊勢原市,109900,109100,108800,108300,107800,107500,106900,107500,109100,112000,0.002105325301173133,0.010304737793050744
132241,東京都,多摩市,186500,183500,183700,183900,184100,184400,183100,183100,184800,189500,0.0017746601196539924,0.006843740440780177
112399,埼玉県,坂戸市,89400,90200,90100,90100,90200,90200,89400,89400,89600,90800,0.0017280027710546708,0.0016588389883842591
112020,埼玉県,熊谷市,53600,53700,53500,53500,53600,53700,53700,53700,54000,54400,0.001647476243103796,0.0032430353843009296
112330,埼玉県,北本市,86200,86200,86000,85900,85800,85600,84800,85400,86400,87400,0.0015373032178209733,0.005216056379977685
112437,埼玉県,吉川市,90500,90500,91200,91200,91200,91400,90600,90600,90600,91400,0.0011001188822465924,
112321,埼玉県,久喜市,59300,60300,59900,60000,60100,60000,59700,59500,59600,59800,0.0009333636410948642,-0.0008343770301162401
82198,茨城県,牛久市,41300,41400,41300,41200,41300,41300,41200,41100,41200,41600,0.00080450869924098,0.0018110548074630195
122050,千葉県,館山市,27800,27900,28000,28000,28000,28000,27900,27900,27900,28000,0.0007968161203855129,
122394,千葉県,大網白里市,32700,32700,31700,31800,32100,32200,32200,32300,32600,32900,0.0006777384352130156,0.005391030895665727
82325,茨城県,神栖市,17200,16900,16800,16800,16800,16800,16900,16900,17100,17300,0.0006443316796795884,0.007358847990651007
82210,茨城県,ひたちなか市,31700,31900,31700,31500,31500,31500,31500,31500,31800,31800,0.00035001778670173955,0.0023724959135864587
132284,東京都,あきる野市,97700,98000,98600,98600,98900,98600,95900,95800,96600,98000,0.0003407157661952098,-0.0015247820712830373
114006,埼玉県,大里郡,37300,36100,35800,35600,35400,37500,37500,37400,37400,37400,0.00029753067244131515,-0.0006673343722753966
114081,埼玉県,寄居町,37300,36100,35800,35600,35400,37500,37500,37400,37400,37400,0.00029753067244131515,-0.0006673343722753966
112143,埼玉県,春日部市,87700,86900,85900,85900,87100,87400,86800,86700,87000,87900,0.0002531326229895381,0.0014271479151171107
84409,茨城県,稲敷郡,47800,47300,48800,48500,48300,48100,47700,47500,47600,47900,0.00023223417545503722,-0.0010411258257513323
114405,埼玉県,南埼玉郡,58300,58200,58400,58300,58300,58200,58200,58100,58100,58400,0.000190439962246991,0.0008580016472019558
114421,埼玉県,宮代町,58300,58200,58400,58300,58300,58200,58200,58100,58100,58400,0.000190439962246991,0.0008580016472019558
112178,埼玉県,鴻巣市,66500,67000,66900,66700,66600,66500,66100,65800,66200,66500,,
113000,埼玉県,北足立郡,,,,,,,,,,,,
113018,埼玉県,伊奈町,,,,,,,,,,,,
113433,埼玉県,小川町,,,,,,,,,,,,
113638,埼玉県,長瀞町,,,,,,,,,,,,
114642,埼玉県,杉戸町,55000,55400,55300,55500,55400,55400,55100,55000,55000,55000,,-0.0018099621695210066
123421,千葉県,神崎町,,,,,,,,,,,,
124419,千葉県,大多喜町,,,,,,,,,,,,
133078,東京都,檜原村,,,,,,,,,,,,
133086,東京都,奥多摩町,,,,,,,,,,,,
133647,東京都,神津島村,7100,7100,7100,7100,7100,7100,7100,7100,7100,7100,,
134210,東京都,小笠原村,40800,40800,40800,40800,40800,40800,40800,40800,40800,40800,,
143626,神奈川県,大井町,,,,,,,,,,,,
114600,埼玉県,北葛飾郡,58250,59050,58850,58800,58650,58500,58150,57950,57950,58150,-0.0001908943863626611,-0.0014990940525682062
113417,埼玉県,滑川町,53300,53100,53100,53100,53300,53400,53200,53200,53200,53200,-0.00020863765704737247,-0.0009376475382033567
122122,千葉県,佐倉市,63300,63200,62400,61700,61600,61600,61600,61700,63100,63100,-0.0003515559233919774,0.0060328495291381845
114651,埼玉県,松伏町,61500,62700,62400,62100,61900,61600,61200,60900,60900,61300,-0.0003618602761390477,-0.0012197623837076899
122157,千葉県,旭市,28400,28400,28300,28300,28300,28300,28300,28300,28300,28300,-0.00039184993097285403,
133051,東京都,日の出町,88100,88600,88600,88600,88600,88100,85700,85600,86600,87700,-0.0005054981442955686,-0.0011370115030275851
112259,埼玉県,入間市,104300,101600,101600,101700,102000,101800,101000,101000,102100,103700,-0.0006408220048456092,0.004633705343420447
112461,埼玉県,白岡市,83500,83800,81700,81900,82100,82200,82000,82100,82600,83000,-0.0006671133875406632,0.00242426021186537
123200,千葉県,印旛郡,38900,38950,38650,38450,38300,38250,38150,38050,38200,38650,-0.0007161296334622369,0.0026041887140970665
124095,千葉県,芝山町,14600,14500,14500,14400,14400,14300,14300,14200,14300,14500,-0.0007633617452581509,0.003478313380999687
123471,千葉県,多古町,14300,14300,14300,14300,14300,14300,14200,14200,14200,14200,-0.0007794263847329397,-0.0017528551165519879
82040,茨城県,古河市,35500,35200,35200,35200,35200,35300,35300,35300,34900,35200,-0.0009425126531442674,-0.0007089688965039587
82074,茨城県,結城市,28300,28000,27900,27900,27900,27900,27900,27900,28000,28000,-0.0011834430087893644,0.0008948554814407483
142034,神奈川県,平塚市,142500,142300,140700,138900,137500,136400,135000,134500,136700,140700,-0.0014114513629431835,0.007789738041455774
143669,神奈川県,開成町,107300,107200,110200,109400,108400,107500,106300,105500,105500,105800,-0.001563013909716915,-0.0039771521337307325
112151,埼玉県,狭山市,108400,108100,107600,107400,107400,107300,105500,105000,105700,106800,-0.0016508760779614384,-0.0011669993037141113
82309,茨城県,かすみがうら市,19600,19600,19500,19500,19400,19400,19300,19300,19200,19300,-0.0017123622681062267,-0.0012911582765753327
122378,千葉県,山武市,12500,12500,12500,12400,12400,12300,12300,12300,13000,12300,-0.001790548599509889,
133604,東京都,島しょ,13800,13766.666666666666,13750,13750,13716.666666666666,13700,13616.666666666666,13583.333333333334,13566.666666666666,13566.666666666666,-0.001892960351072115,-0.002442020667729472
124273,千葉県,長南町,11600,11600,11900,11900,11800,11800,11700,11600,11500,11400,-0.001930549943452875,-0.008584485085379456
112071,埼玉県,秩父市,55200,55000,54800,54700,54600,54600,54400,54200,54200,54200,-0.0020292765438846283,-0.0018365550413963483
113476,埼玉県,吉見町,29200,29000,28900,28800,28700,28600,28500,28500,28600,28600,-0.0023042291176604834,
134015,東京都,八丈町,9200,9100,9100,9100,9100,9100,9000,9000,9000,9000,-0.0024391212444108135,-0.00275864696769923
83402,茨城県,那珂郡,39600,39100,38800,38700,38700,38700,38700,38700,38700,38700,-0.002551131233475057,
83411,茨城県,東海村,39600,39100,38800,38700,38700,38700,38700,38700,38700,38700,-0.002551131233475057,
141151,神奈川県,横浜市栄区,181200,169900,167700,168400,169400,170100,169700,170800,173300,177000,-0.002602348121089948,0.009990382260026465
122301,千葉県,八街市,25300,25300,25200,25200,25100,25100,24900,24800,24700,24700,-0.0026632419396431795,-0.004008096678589257
123404,千葉県,香取郡,13850,13800,13750,13700,13650,13650,13550,13550,13500,13500,-0.0028399094936932823,-0.00275864696769923
112402,埼玉県,幸手市,48100,47900,48300,47800,47600,47500,47300,47100,46900,46800,-0.0030397011902275617,-0.0037047474557487803
85464,茨城県,境町,21600,21300,21200,21200,21100,21100,21100,21000,21000,21000,-0.0031252037929461185,-0.0011869457116859827
122351,千葉県,匝瑳市,28500,28300,28200,28000,27900,27800,27700,27600,27600,27700,-0.0031585206875562877,-0.0009004961855678673
112101,埼玉県,加須市,34400,34500,34300,34300,34200,34100,33900,33600,33500,33400,-0.0032724853089811656,-0.005171950247449542
133817,東京都,三宅村,9200,9100,9000,9000,9000,9000,8900,8900,8900,8900,-0.0036768025377441615,-0.0027894274468640567
82015,茨城県,水戸市,41100,40700,40400,40200,40100,39900,39700,39600,39700,39700,-0.003843365714461311,-0.0012554952562114918
122360,千葉県,香取市,30200,30000,29900,29700,29600,29500,29300,29200,29100,29100,-0.004114152501828783,-0.0034072045520728844
82031,茨城県,土浦市,31500,29900,30000,29900,30000,30000,29700,30100,29800,30300,-0.004306238486076253,0.0024906793143211203
112429,埼玉県,日高市,51300,51100,50800,50500,50400,50100,49600,49300,49200,49300,-0.004408771720576854,-0.004016145390691173
132055,東京都,青梅市,99000,97400,96800,96200,95400,94500,92200,92500,93400,95000,-0.004572067082028397,0.0013201348871385576
85405,茨城県,猿島郡,44100,43600,43400,43300,43100,43000,42800,42500,42400,42300,-0.004619596289087813,-0.004094850552076701
113484,埼玉県,鳩山町,31500,31400,31300,31100,31200,31100,30900,30600,30400,30200,-0.004671899395705115,-0.007314590909702323
82287,茨城県,坂東市,21500,21300,21100,21000,21200,21100,21000,20800,20700,20600,-0.004740048049902135,-0.00597755407955558
82082,茨城県,龍ケ崎市,28600,27800,27700,27600,27600,27500,27400,27300,27300,27400,-0.00475131046874111,-0.0009103332147062382
113409,埼玉県,比企郡,34900,34633.333333333336,34416.666666666664,34233.333333333336,34116.666666666664,34000,33800,33683.333333333336,33566.666666666664,33416.666666666664,-0.004814158135842961,-0.004317091229311121
85201,茨城県,結城郡,11600,11500,11400,11300,11300,11300,11200,11200,11200,11100,-0.004883590725948128,-0.004454453710301953
85219,茨城県,八千代町,11600,11500,11400,11300,11300,11300,11200,11200,11200,11100,-0.004883590725948128,-0.004454453710301953
123498,千葉県,東庄町,13400,13300,13200,13100,13000,13000,12900,12900,12800,12800,-0.005077016610419038,-0.0038685444612907016
82058,茨城県,石岡市,18900,18800,18600,18400,18300,18200,18100,18000,18000,18000,-0.0054064615477574796,-0.00275864696769923
142182,神奈川県,綾瀬市,133900,127200,126300,125500,124800,124200,123000,122600,124000,127500,-0.0054270962685314394,0.006577335060359291
82261,茨城県,那珂市,22700,22300,22100,22000,21900,21800,21700,21600,21600,21600,-0.005503865680756115,-0.002301511228569697
82279,茨城県,筑西市,20400,20200,20000,19900,19800,19700,19600,19500,19400,19400,-0.005569083149413845,-0.0038290428668623644
133612,東京都,大島町,9800,9800,9800,9800,9700,9600,9500,9400,9300,9300,-0.005801769411871827,-0.007905758382059536
122084,千葉県,野田市,58500,58200,57500,56500,56000,54900,53500,52500,53300,55500,-0.005832229849900283,0.0027211135863527414
124231,千葉県,長生村,13600,13600,13600,13500,13400,13300,13200,13100,13000,12900,-0.005854183912557764,-0.007605114618465358
113425,埼玉県,嵐山町,38800,38400,38000,37600,37200,37000,36800,36800,36800,36800,-0.005863011897041082,-0.0013540992464901036
82023,茨城県,日立市,36300,36000,35700,35400,35300,34900,34700,34600,34400,34400,-0.005955658433854372,-0.003601066758367133
82341,茨城県,鉾田市,9500,9300,9100,9000,8900,8700,8600,9100,9100,9000,-0.0059894602683630005,0.008511405702094965
85421,茨城県,五霞町,22500,22300,22200,22100,22000,21900,21700,21500,21400,21300,-0.006071298781836765,-0.00692083100138674
82236,茨城県,潮来市,13100,12900,12900,12800,12700,12600,12500,12400,12400,12400,-0.006083172967395134,-0.003992095651950578
112119,埼玉県,本庄市,43500,42900,42200,41800,41600,41400,41300,41200,41100,41100,-0.006286028246707653,-0.0018165379264479808
124435,千葉県,御宿町,19700,19700,19700,19600,19500,19400,19200,19000,18800,18600,-0.006363782045673783,-0.01047264726728736
113816,埼玉県,美里町,16000,15800,15600,15500,15400,15300,15200,15200,15100,15100,-0.0064120189757691515,-0.003284116597446096
133639,東京都,新島村,6700,6700,6700,6700,6600,6600,6400,6300,6300,6300,-0.006816427929159818,-0.011562636825987682
82317,茨城県,桜川市,16700,16600,16500,16300,16200,16100,16000,15900,15800,15700,-0.006837407504259985,-0.006269901528063282
124036,千葉県,九十九里町,9600,9600,9600,9500,9500,9400,9300,9200,9100,9000,-0.007145296902064335,-0.010812399198128153
113263,埼玉県,毛呂山町,39500,39300,38800,38300,38000,37700,37300,37000,37000,37000,-0.00723842651104456,-0.0046745854089508265
124249,千葉県,白子町,12200,12200,12100,12000,11900,11800,11700,11600,11500,11400,-0.007507520756227404,-0.008584485085379456
82171,茨城県,取手市,48400,47500,47200,46800,46000,45700,45300,44000,43900,45200,-0.007571493717004496,-0.002746524147750451
84476,茨城県,河内町,10500,10400,10300,10200,10100,10100,10000,9900,9900,9800,-0.0076365667308874174,-0.007509918123909665
113832,埼玉県,神川町,14700,14500,14400,14300,14200,14100,14000,13900,13800,13700,-0.007797403620201315,-0.007168920947795643
122262,千葉県,富津市,17600,17500,17400,17300,17300,17100,16900,16700,16500,16400,-0.007815693743314256,-0.010394878080137726
113271,埼玉県,越生町,25700,25400,25200,25000,24800,24600,24300,24200,24000,23900,-0.008035599781960445,-0.007191016021284025
113468,埼玉県,川島町,37000,36600,36200,36000,35800,35600,35400,35200,34800,34400,-0.008063023394100477,-0.00853563123966905
122327,千葉県,白井市,73500,71600,68500,65700,64400,63700,63500,63400,64300,68300,-0.008119704511692194,0.017584112738125546
82104,茨城県,下妻市,20400,20000,19800,19600,19500,19300,19100,19100,19000,18900,-0.008449983025973884,-0.005222110585379136
83097,茨城県,東茨城郡大洗町,23900,23500,23700,23500,23300,23000,22800,22500,22300,22100,-0.008662358184119534,-0.009929525329575806
113611,埼玉県,横瀬町,34600,34200,33900,33600,33300,33000,32600,32300,32100,31900,-0.008986893432208154,-0.008439573071729045
122181,千葉県,勝浦市,24800,24500,24300,24000,23900,23700,23400,23200,23000,22800,-0.009299062377097989,-0.009631940868765732
122025,千葉県,銚子市,36200,36100,36000,35800,35700,35500,35200,35000,34100,33200,-0.009566089162621028,-0.016606275188564168
123293,千葉県,栄町,35600,34400,33800,33400,33100,32900,32700,32600,32600,32600,-0.009733800165766748,-0.002287472088775888
122131,千葉県,東金市,30300,30300,27200,27200,27200,27200,27200,27200,27300,27500,-0.010715696545244291,0.002746021270991994
82368,茨城県,小美玉市,15100,15000,14200,14100,14000,13900,13800,13700,13700,13700,-0.010752761381711773,-0.003616695769217082
82121,茨城県,常陸太田市,22600,22100,21700,21400,21200,21000,20800,20700,20600,20500,-0.010777614163894111,-0.006006277655963399
143413,神奈川県,大磯町,121100,118700,115900,113400,111100,109000,107100,105900,108500,109700,-0.010925136135071734,0.0016016525405153637
112062,埼玉県,行田市,36900,36200,35600,35000,34700,34400,34000,33600,33400,33300,-0.011341215116125514,-0.00809187493496566
113654,埼玉県,小鹿野町,24800,24500,24200,23900,23600,23400,23100,22800,22600,22300,-0.011736909274539187,-0.011965177069576893
143600,神奈川県,足柄上郡,310000,304500,301900,296400,291100,286500,281400,278400,277300,277800,-0.012111707508672631,-0.007679636204093732
143405,神奈川県,中郡,223900,222800,217200,212300,207600,203200,199200,196600,198800,200400,-0.012244875449521464,-0.0034628271602678007
83020,茨城県,東茨城郡茨城町,17100,16800,16500,16300,16100,15900,15700,15600,15500,15300,-0.01228235244157827,-0.009570478860890463
113603,埼玉県,秩父郡,26162.5,25757.5,25400,25042.5,24692.5,24395,24050,23767.5,23535,23340,-0.012604167093192453,-0.010991538320052618
85600,茨城県,北相馬郡,15600,15400,15200,15100,15000,14800,14700,14500,14200,13900,-0.012738401365699925,-0.015562222623052291
85642,茨城県,利根町,15600,15400,15200,15100,15000,14800,14700,14500,14200,13900,-0.012738401365699925,-0.015562222623052291
82155,茨城県,北茨城市,22900,22400,21900,21500,21200,21000,20700,20600,20500,20400,-0.012762527066842444,-0.007220688869292391
83003,茨城県,東茨城郡,55000,53700,53200,52600,51900,51200,50600,50000,49500,48900,-0.012976819793045435,-0.011424769835652326
143634,神奈川県,松田町,101800,100300,98300,96600,94800,93200,91400,90400,89900,90200,-0.0133523532393931,-0.008146211966579942
142069,神奈川県,小田原市,112800,109200,107100,105300,103600,102500,100800,99600,99200,99800,-0.013513216169400932,-0.006651434443247117
122106,千葉県,茂原市,31800,31800,28400,28500,28500,28500,28400,28300,28200,28100,-0.013650060640368555,-0.003527391818542558
113492,埼玉県,ときがわ町,19600,19300,19000,18800,18500,18300,18000,17800,17600,17300,-0.013773494752192028,-0.01395041794691787
143421,神奈川県,二宮町,102800,104100,101300,98900,96500,94200,92100,90700,90300,90700,-0.01381786640398408,-0.009421047339206012
112160,埼玉県,羽生市,31200,30400,29800,29300,28900,28600,28200,27800,27600,27500,-0.013927884689255321,-0.009757264257434617
82295,茨城県,稲敷市,10100,10000,9800,9700,9600,9400,9300,9200,9000,8900,-0.013955500563193612,-0.013571666241902536
142018,神奈川県,横須賀市,121800,117900,115200,112600,110300,108600,107200,105700,105600,106800,-0.014496392761774168,-0.004169653000006046
144011,神奈川県,愛川町,56800,55800,54800,53800,52800,51500,50000,49600,49300,49600,-0.014947766440680521,-0.009353722700007894
113620,埼玉県,皆野町,35600,34800,34100,33500,32900,32400,31900,31500,31100,30900,-0.015609057506640656,-0.011780618394687692
82333,茨城県,行方市,7500,7300,7200,7000,6900,6800,6700,6600,6600,6500,-0.015774354551111536,-0.01121672693466158
84425,茨城県,美浦村,12000,11800,11600,11400,11300,11100,10900,10700,10500,10400,-0.015774354551111536,-0.0161529446276103
122386,千葉県,いすみ市,19500,17800,17800,17700,17600,17500,17300,17200,17000,16900,-0.015774354551111536,-0.00868389006130299
142115,神奈川県,秦野市,94200,92400,90200,88200,86100,84300,82600,81300,80700,81000,-0.01663464903743428,-0.009933511080422508
82252,茨城県,常陸大宮市,21900,21100,20400,20000,19600,19400,19200,19000,18900,18800,-0.016815870949991152,-0.007823286604330848
82163,茨城県,笠間市,22400,21700,21400,20900,20600,20200,19900,19600,19400,19200,-0.016982005508324627,-0.012612863947040753
113697,埼玉県,東秩父村,9650,9530,9400,9170,8970,8780,8600,8470,8340,8260,-0.017133012559156224,-0.015147066480157068
143847,神奈川県,湯河原町,81100,78500,75500,73500,71900,70800,69700,69000,68800,69400,-0.01716170812036577,-0.004980588826477561
144002,神奈川県,愛甲郡,101000,99300,97100,94800,92600,90300,88000,86600,85800,86400,-0.017198481683690536,-0.01097675703395784
82147,茨城県,高萩市,24700,23900,23200,22700,22300,21900,21600,21400,21300,21100,-0.01735106201769898,-0.009260256362823016
142174,神奈川県,南足柄市,73800,71500,69100,67000,65000,63200,61600,60100,63100,62900,-0.01760022634457381,-0.0011888271460523958
82112,茨城県,常総市,25400,24000,23800,23000,22600,22300,22000,21800,21600,21500,-0.018351329824480178,-0.009091852703302705
143821,神奈川県,箱根町,31700,31200,30400,29600,28800,28000,27100,26600,26500,26800,-0.01848423109169306,-0.010890915498369624
143618,神奈川県,中井町,55600,53500,51600,50300,49200,48200,47200,46600,46300,46300,-0.02013249513375126,-0.010003889838572366
144029,神奈川県,清川村,44200,43500,42300,41000,39800,38800,38000,37000,36500,36800,-0.020152713265683464,-0.013143460697301546
83101,茨城県,城里町,14000,13400,13000,12800,12500,12300,12100,11900,11700,11500,-0.021619572453094205,-0.016672506111306884
143804,神奈川県,足柄下郡,178500,169700,163700,159200,155100,151600,148200,146000,145200,145900,-0.022158278138801002,-0.009535252829020457
143642,神奈川県,山北町,45300,43500,41800,40100,38700,37600,36500,35900,35600,35500,-0.026722500279565464,-0.014265113653733064
83607,茨城県,久慈郡,12900,12300,11800,11400,11000,10600,10300,10100,10100,10100,-0.02682172102638669,-0.012006978301787319
83640,茨城県,大子町,12900,12300,11800,11400,11000,10600,10300,10100,10100,10100,-0.02682172102638669,-0.012006978301787319
143839,神奈川県,真鶴町,65700,60000,57800,56100,54400,52800,51400,50400,49900,49700,-0.03053455168490482,-0.015012732611179747
142107,神奈川県,三浦市,82400,76400,72400,69000,66200,63800,61600,60200,60100,60600,-0.033567085748133385,-0.01278217938636661
